GemSchlNr,WpNr,Gemeinde_Gemeindeteile,Landkreis,Verbandsgemeinde,PLZ
13206010,0101,Dünebusch,Altenkirchen(Ww),Hamm(Sieg),
13206013,,Breitscheidt,Altenkirchen(Ww),Hamm(Sieg),57539
13206013,0100,Breitscheidt,Altenkirchen(Ww),Hamm(Sieg),
13206013,0101,Mühlental,Altenkirchen(Ww),Hamm(Sieg),
13206013,0102,Pfannenschoppen,Altenkirchen(Ww),Hamm(Sieg),
13206013,0103,Thalhausen,Altenkirchen(Ww),Hamm(Sieg),
13206013,0200,Unterschützen,Altenkirchen(Ww),Hamm(Sieg),
13206013,0201,Heide,Altenkirchen(Ww),Hamm(Sieg),
13206014,,Bruchertseifen,Altenkirchen(Ww),Hamm(Sieg),57539
13206014,0101,Haderschen,Altenkirchen(Ww),Hamm(Sieg),
13206014,0102,Hofacker,Altenkirchen(Ww),Hamm(Sieg),
13206014,0103,Langenbach,Altenkirchen(Ww),Hamm(Sieg),
13206014,0104,Neuschlade,Altenkirchen(Ww),Hamm(Sieg),
13206028,,Etzbach,Altenkirchen(Ww),Hamm(Sieg),57539
13206028,0101,Heckenhof,Altenkirchen(Ww),Hamm(Sieg),
13206028,0102,Herrgottsau,Altenkirchen(Ww),Hamm(Sieg),
13206034,,Forst,Altenkirchen(Ww),Hamm(Sieg),57537
13206034,0101,Dellingen,Altenkirchen(Ww),Hamm(Sieg),
13206034,0102,Hof Holpe,Altenkirchen(Ww),Hamm(Sieg),
13206034,0103,Kaltau,Altenkirchen(Ww),Hamm(Sieg),
13206034,0104,Lechenbach,Altenkirchen(Ww),Hamm(Sieg),
13206034,0105,Neuhöfchen,Altenkirchen(Ww),Hamm(Sieg),
13206034,0106,Seifen,Altenkirchen(Ww),Hamm(Sieg),
13206034,0107,Seifermühle,Altenkirchen(Ww),Hamm(Sieg),
13206034,0108,Wäldchen,Altenkirchen(Ww),Hamm(Sieg),
13206038,,Fürthen,Altenkirchen(Ww),Hamm(Sieg),57539
13206038,0101,Kappenstein,Altenkirchen(Ww),Hamm(Sieg),
13206038,0102,Mümmelbach,Altenkirchen(Ww),Hamm(Sieg),
13206038,0103,Oppertsau,Altenkirchen(Ww),Hamm(Sieg),
13206038,0104,Opsen,Altenkirchen(Ww),Hamm(Sieg),
13206044,,"Hamm (Sieg), Raiffeisengemeinde",Altenkirchen(Ww),Hamm(Sieg),57577
13206077,,Niederirsen,Altenkirchen(Ww),Hamm(Sieg),57589
13206077,0101,Ückertseifen,Altenkirchen(Ww),Hamm(Sieg),
13206091,,Pracht,Altenkirchen(Ww),Hamm(Sieg),57589
13206091,0101,Bitzbruch,Altenkirchen(Ww),Hamm(Sieg),
13206091,0102,Hassel,Altenkirchen(Ww),Hamm(Sieg),
13206091,0103,Hohegrete,Altenkirchen(Ww),Hamm(Sieg),
13206091,0104,Niederhausen,Altenkirchen(Ww),Hamm(Sieg),
13206091,0105,Wickhausen,Altenkirchen(Ww),Hamm(Sieg),
13206096,,Roth,Altenkirchen(Ww),Hamm(Sieg),57539
13206096,0101,Hämmerholz,Altenkirchen(Ww),Hamm(Sieg),
13206096,0102,Hohensayn,Altenkirchen(Ww),Hamm(Sieg),
13206096,0103,Nisterau,Altenkirchen(Ww),Hamm(Sieg),
13206096,0104,Nisterbrück,Altenkirchen(Ww),Hamm(Sieg),
13206096,0105,Oettershagen,Altenkirchen(Ww),Hamm(Sieg),
13206096,0106,Thal,Altenkirchen(Ww),Hamm(Sieg),
13206102,,Seelbach bei Hamm (Sieg),Altenkirchen(Ww),Hamm(Sieg),57577
13206102,0101,Marienthal,Altenkirchen(Ww),Hamm(Sieg),
13207012,,Brachbach,Altenkirchen(Ww),Kirchen(Sieg),57555
13207012,0101,Büdenholz,Altenkirchen(Ww),Kirchen(Sieg),
13207012,0102,Haus Langgrube,Altenkirchen(Ww),Kirchen(Sieg),
13207012,0103,In den Karpathen,Altenkirchen(Ww),Kirchen(Sieg),
13207012,0104,Unterbüdenholz,Altenkirchen(Ww),Kirchen(Sieg),
13207037,,Friesenhagen,Altenkirchen(Ww),Kirchen(Sieg),51598
13207037,0101,Bettorf,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0102,Bockenbaum,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0103,Busenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0104,Busenhagen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0105,Dernbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0106,Diedenberg,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0107,Engelshäuschen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0108,Erlenbruch,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0109,Eueln,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0110,Gerndorf,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0111,Gerndorferhöhe,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0112,Girtseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0113,Gösingen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0114,Gösingerhütte,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0115,Götzen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0116,Grendel,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0117,Großlangenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0118,Hammer,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0119,Hammerhöhe,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0120,Heiligenborn,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0121,Helmert,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0122,Hilchenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0123,Höfchen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0124,Höferhof,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0125,Hohhäuschen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0126,Hollenseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0127,Hühnerkamp,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0128,Hundscheid,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0129,Johannesberg,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0130,Kappenstein,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0131,Köppernöll,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0132,Krottorf,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0133,Kuchenwald,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0134,Kücheln,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0135,Küchelschlade,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0136,Küchelseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0137,Landgut Altenhofen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0138,Mittelsolbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0139,Möhren,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0140,Mohrenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0141,Mühlenhof,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0142,Mühlenseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0143,Neuhöhe,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0144,Niedersolbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0145,Oberhausen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0146,Obersolbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0147,Oberweidenbruch,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0148,Quasthöhe,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0149,Ritterwäldchen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0150,Rübegarten,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0151,Schlade,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0152,Schmalenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0153,Schmalenbachsmühle,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0154,Schönbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0155,Sommerhof,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0156,Staade,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0157,Stausberg,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0158,Steeg,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0159,Steegerhütte,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0160,Truttenseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0161,Unternädrigen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0162,Wasserhof,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0163,Wassermühle,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0164,Weidenbruch,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0165,Weierseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0166,Westbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0167,Wiesenthal,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0168,Wildenburg,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0169,Wippe,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0170,Wippermühle,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0171,Wittershagen,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0172,Wöllenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0173,Ziegenschlade,Altenkirchen(Ww),Kirchen(Sieg),
13207037,0174,Bahnhof Wildenburg,Altenkirchen(Ww),Kirchen(Sieg),
13207045,,Harbach,Altenkirchen(Ww),Kirchen(Sieg),57572
13207045,0101,Forsthaus Farnschlade,Altenkirchen(Ww),Kirchen(Sieg),
13207045,0102,Hinhausen,Altenkirchen(Ww),Kirchen(Sieg),
13207045,0103,Kirseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207045,0104,Locherhof,Altenkirchen(Ww),Kirchen(Sieg),
13207045,0105,Löcherbach,Altenkirchen(Ww),Kirchen(Sieg),
13207045,0106,Wegscheide,Altenkirchen(Ww),Kirchen(Sieg),
13207063,,"Kirchen (Sieg), Stadt",Altenkirchen(Ww),Kirchen(Sieg),57548
13207063,0100,Freusburg (Ortsbezirk),Altenkirchen(Ww),Kirchen(Sieg),
13207063,0101,Backhaus,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0102,Struth,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0200,Herkersdorf (Ortsbezirk),Altenkirchen(Ww),Kirchen(Sieg),
13207063,0300,Katzenbach (Ortsbezirk),Altenkirchen(Ww),Kirchen(Sieg),
13207063,0301,Eutebach,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0302,Euteneuen,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0400,Kirchen,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0401,Alexander,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0402,Brühlhof,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0403,Freusburgermühle,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0404,Grindel,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0405,Jungenthal,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0406,Kircherhütte,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0407,Niederasdorf,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0408,Riegel,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0409,Wehbach (Ortsbezirk),Altenkirchen(Ww),Kirchen(Sieg),
13207063,0500,Offhausen (Ortsbezirk),Altenkirchen(Ww),Kirchen(Sieg),
13207063,0600,Wingendorf (Ortsbezirk),Altenkirchen(Ww),Kirchen(Sieg),
13207063,0601,Äpfelbach,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0602,Düsternseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0603,Fallenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0605,Heidenhof,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0606,"Junkernthal, Schloß und Forsthaus",Altenkirchen(Ww),Kirchen(Sieg),
13207063,0607,Rosenthal,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0608,Scheuernhof,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0609,Winnersbach,Altenkirchen(Ww),Kirchen(Sieg),
13207063,0610,"Würden, Hof und Forsthaus",Altenkirchen(Ww),Kirchen(Sieg),
13207072,,Mudersbach,Altenkirchen(Ww),Kirchen(Sieg),57555
13207072,0101,Birken,Altenkirchen(Ww),Kirchen(Sieg),
13207072,0102,In den Schinden,Altenkirchen(Ww),Kirchen(Sieg),
13207072,0103,"Niederschelden, Bhf.",Altenkirchen(Ww),Kirchen(Sieg),
13207072,0104,Niederschelderhütte,Altenkirchen(Ww),Kirchen(Sieg),
13207076,,Niederfischbach,Altenkirchen(Ww),Kirchen(Sieg),57572
13207076,0100,Hüttseifen,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0101,Altenthal,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0102,Eicherhof,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0103,Fischbacherhütte,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0104,"Glücksbrunnen, Grubengelände",Altenkirchen(Ww),Kirchen(Sieg),
13207076,0105,Hahnhof,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0106,"Junkernthal, Rentei",Altenkirchen(Ww),Kirchen(Sieg),
13207076,0107,Langenbach,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0108,Tüschebachsmühle,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0109,Wüstseifen (Grubengelände),Altenkirchen(Ww),Kirchen(Sieg),
13207076,0200,Niederfischbach,Altenkirchen(Ww),Kirchen(Sieg),
13207076,0201,Oberasdorf (ehem.Gem.Harbach),Altenkirchen(Ww),Kirchen(Sieg),
13207076,0202,"Mehlberg, ev.Pfarrgut",Altenkirchen(Ww),Kirchen(Sieg),
13208008,,Birken-Honigsessen,Altenkirchen(Ww),Wissen,57587
13208008,0101,Bilgenroth,Altenkirchen(Ww),Wissen,
13208008,0102,Birken,Altenkirchen(Ww),Wissen,
13208008,0103,Birkenbühl,Altenkirchen(Ww),Wissen,
13208008,0104,Bruchen,Altenkirchen(Ww),Wissen,
13208008,0105,Dietershagen,Altenkirchen(Ww),Wissen,
13208008,0106,Dietrichshof,Altenkirchen(Ww),Wissen,
13208008,0107,Euelbach,Altenkirchen(Ww),Wissen,
13208008,0108,Fahren,Altenkirchen(Ww),Wissen,
13208008,0109,Forsthaus Giebelhardt,Altenkirchen(Ww),Wissen,
13208008,0110,Forsthaus Oberbirkholz,Altenkirchen(Ww),Wissen,
13208008,0111,Honigsessen,Altenkirchen(Ww),Wissen,
13208008,0112,Mühlenschlade,Altenkirchen(Ww),Wissen,
13208008,0113,Mühlenthal,Altenkirchen(Ww),Wissen,
13208008,0114,Neuroth,Altenkirchen(Ww),Wissen,
13208008,0115,Niederbach,Altenkirchen(Ww),Wissen,
13208008,0116,Niederkölzen,Altenkirchen(Ww),Wissen,
13208008,0117,Oberbach,Altenkirchen(Ww),Wissen,
13208008,0118,Oberkölzen,Altenkirchen(Ww),Wissen,
13208008,0119,Schützenkamp,Altenkirchen(Ww),Wissen,
13208008,0120,Seifen bei Birken,Altenkirchen(Ww),Wissen,
13208008,0121,Sonnenhof,Altenkirchen(Ww),Wissen,
13208008,0122,Steckelbach,Altenkirchen(Ww),Wissen,
13208008,0123,Uhrigs,Altenkirchen(Ww),Wissen,
13208008,0124,Unterbirkholz,Altenkirchen(Ww),Wissen,
13208008,0125,Wolfswinkel,Altenkirchen(Ww),Wissen,
13208011,,Mittelhof,Altenkirchen(Ww),Wissen,57537
13208011,0101,Blickhausen,Altenkirchen(Ww),Wissen,
13208011,0102,Hof Auen,Altenkirchen(Ww),Wissen,
13208011,0103,Hüngesberg,Altenkirchen(Ww),Wissen,
13208011,0104,Grabig,Altenkirchen(Ww),Wissen,
13208011,0106,Katzenthal,Altenkirchen(Ww),Wissen,
13208011,0107,Kleehahn,Altenkirchen(Ww),Wissen,
13208011,0108,Kohlschlade,Altenkirchen(Ww),Wissen,
13208011,0109,Mitteldurwittgen,Altenkirchen(Ww),Wissen,
13208011,0110,Mittelhof,Altenkirchen(Ww),Wissen,
13208011,0112,Neuröttgen,Altenkirchen(Ww),Wissen,
13208011,0113,Niederdurwittgen,Altenkirchen(Ww),Wissen,
13208011,0114,Niederkrombach,Altenkirchen(Ww),Wissen,
13208011,0115,Oberdurwittgen,Altenkirchen(Ww),Wissen,
13208011,0117,Oberkrombach,Altenkirchen(Ww),Wissen,
13208011,0118,Osenbach,Altenkirchen(Ww),Wissen,
13208011,0119,Quadenhof,Altenkirchen(Ww),Wissen,
13208011,0120,Roddern,Altenkirchen(Ww),Wissen,
13208011,0121,Röttgen,Altenkirchen(Ww),Wissen,
13208011,0122,Steckenstein,Altenkirchen(Ww),Wissen,
13208011,0123,Teufelsbruch,Altenkirchen(Ww),Wissen,
13208011,0124,Voßwinkel,Altenkirchen(Ww),Wissen,
13208011,0200,Blickhauser Wald,Altenkirchen(Ww),Wissen,
13208054,,Hövels,Altenkirchen(Ww),Wissen,57537
13208054,0101,"Buchen, Forsthaus",Altenkirchen(Ww),Wissen,
13208054,0102,Dasberg,Altenkirchen(Ww),Wissen,
13208054,0103,Mühlenberg,Altenkirchen(Ww),Wissen,
13208054,0104,Niedergüdeln,Altenkirchen(Ww),Wissen,
13208054,0105,Niederhövels,Altenkirchen(Ww),Wissen,
13208054,0106,Obergüdeln,Altenkirchen(Ww),Wissen,
13208054,0107,Oberhövels,Altenkirchen(Ww),Wissen,
13208054,0108,Seifen,Altenkirchen(Ww),Wissen,
13208054,0109,Siegenthal,Altenkirchen(Ww),Wissen,
13208054,0110,Staade,Altenkirchen(Ww),Wissen,
13208054,0111,Vor der Hardt,Altenkirchen(Ww),Wissen,
13208054,0112,Wingertshardt,Altenkirchen(Ww),Wissen,
13208054,0113,Mühlenthal,Altenkirchen(Ww),Wissen,
13208080,,Katzwinkel (Sieg),Altenkirchen(Ww),Wissen,57581
13208080,0101,Alsenthal,Altenkirchen(Ww),Wissen,
13208080,0102,Altenweier,Altenkirchen(Ww),Wissen,
13208080,0103,Arnsbach,Altenkirchen(Ww),Wissen,
13208080,0104,Bomberg,Altenkirchen(Ww),Wissen,
13208080,0105,Bornhahn,Altenkirchen(Ww),Wissen,
13208080,0106,Büsche,Altenkirchen(Ww),Wissen,
13208080,0107,Ebertseifen,Altenkirchen(Ww),Wissen,
13208080,0108,Alte Eisenhardt,Altenkirchen(Ww),Wissen,
13208080,0109,Elkhausen,Altenkirchen(Ww),Wissen,
13208080,0110,Eueln,Altenkirchen(Ww),Wissen,
13208080,0111,Fähringen,Altenkirchen(Ww),Wissen,
13208080,0112,Hassel,Altenkirchen(Ww),Wissen,
13208080,0113,Hecke,Altenkirchen(Ww),Wissen,
13208080,0114,Hönningen,Altenkirchen(Ww),Wissen,
13208080,0115,Kalteich,Altenkirchen(Ww),Wissen,
13208080,0116,Kampseifen,Altenkirchen(Ww),Wissen,
13208080,0117,Linden,Altenkirchen(Ww),Wissen,
13208080,0118,Mauswinkel,Altenkirchen(Ww),Wissen,
13208080,0119,Neukalteich (ehem.Gem.Wallmenroth),Altenkirchen(Ww),Wissen,
13208080,0120,Neustockschlade,Altenkirchen(Ww),Wissen,
13208080,0121,Nimrod,Altenkirchen(Ww),Wissen,
13208080,0122,Nochen,Altenkirchen(Ww),Wissen,
13208080,0123,Öttgesborn,Altenkirchen(Ww),Wissen,
13208080,0124,Pracht,Altenkirchen(Ww),Wissen,
13208080,0125,Scheuern,Altenkirchen(Ww),Wissen,
13208080,0126,Schönborn,Altenkirchen(Ww),Wissen,
13208080,0127,Steeg,Altenkirchen(Ww),Wissen,
13208080,0128,Völzen,Altenkirchen(Ww),Wissen,
13208080,0129,Karoline,Altenkirchen(Ww),Wissen,
13208105,,Selbach (Sieg),Altenkirchen(Ww),Wissen,57537
13208105,0101,Brunken,Altenkirchen(Ww),Wissen,
13208105,0102,Kirchseifen,Altenkirchen(Ww),Wissen,
13208105,0103,Neuhöfchen,Altenkirchen(Ww),Wissen,
13208117,,"Wissen, Stadt",Altenkirchen(Ww),Wissen,57537
13208117,0100,Elbergrund,Altenkirchen(Ww),Wissen,
13208117,0101,Altenbrendebach,Altenkirchen(Ww),Wissen,
13208117,0102,Appigseifen,Altenkirchen(Ww),Wissen,
13208117,0103,Birmigshöfchen,Altenkirchen(Ww),Wissen,
13208117,0104,Birnbaum,Altenkirchen(Ww),Wissen,
13208117,0105,Bodenseifen,Altenkirchen(Ww),Wissen,
13208117,0106,Dohm,Altenkirchen(Ww),Wissen,
13208117,0107,Dorn,Altenkirchen(Ww),Wissen,
13208117,0108,Karseifen,Altenkirchen(Ww),Wissen,
13208117,0109,Loche,Altenkirchen(Ww),Wissen,
13208117,0110,Neubrendebach,Altenkirchen(Ww),Wissen,
13208117,0111,Neudorn,Altenkirchen(Ww),Wissen,
13208117,0112,Neuhöfchen,Altenkirchen(Ww),Wissen,
13208117,0113,Niederhombach,Altenkirchen(Ww),Wissen,
13208117,0114,Oberhombach,Altenkirchen(Ww),Wissen,
13208117,0115,Sonnenhof,Altenkirchen(Ww),Wissen,
13208117,0116,Struth,Altenkirchen(Ww),Wissen,
13208117,0200,Köttingerhöhe,Altenkirchen(Ww),Wissen,
13208117,0201,Ende,Altenkirchen(Ww),Wissen,
13208117,0202,Endehöhe,Altenkirchen(Ww),Wissen,
13208117,0203,Endepfuhl,Altenkirchen(Ww),Wissen,
13208117,0204,Glatteneichen,Altenkirchen(Ww),Wissen,
13208117,0205,Hahn,Altenkirchen(Ww),Wissen,
13208117,0206,Hausen,Altenkirchen(Ww),Wissen,
13208117,0207,Kirchseifen,Altenkirchen(Ww),Wissen,
13208117,0208,Köttingen,Altenkirchen(Ww),Wissen,
13208117,0209,Nisterberg,Altenkirchen(Ww),Wissen,
13208117,0210,Nisterstein,Altenkirchen(Ww),Wissen,
13208117,0211,Nistertal,Altenkirchen(Ww),Wissen,
13208117,0212,Paffrath,Altenkirchen(Ww),Wissen,
13208117,0213,Weidacker,Altenkirchen(Ww),Wissen,
13208117,0300,Schönstein,Altenkirchen(Ww),Wissen,
13208117,0301,Frankenthal,Altenkirchen(Ww),Wissen,
13208117,0302,Neukarweg,Altenkirchen(Ww),Wissen,
13208117,0400,Wissen,Altenkirchen(Ww),Wissen,
13208117,0401,Alserberg,Altenkirchen(Ww),Wissen,
13208117,0402,Brückhöfe,Altenkirchen(Ww),Wissen,
13208117,0403,Buchen,Altenkirchen(Ww),Wissen,
13208117,0404,Ellingshagen,Altenkirchen(Ww),Wissen,
13208117,0405,Galgenberg,Altenkirchen(Ww),Wissen,
13208117,0406,Hagdorn,Altenkirchen(Ww),Wissen,
13208117,0407,Hassenthal,Altenkirchen(Ww),Wissen,
13208117,0408,Holpe,Altenkirchen(Ww),Wissen,
13208117,0409,Holschbach,Altenkirchen(Ww),Wissen,
13208117,0410,Hufe,Altenkirchen(Ww),Wissen,
13208117,0411,Hufenhardt,Altenkirchen(Ww),Wissen,
13208117,0412,Niederstenhof,Altenkirchen(Ww),Wissen,
13208117,0413,Nisterbrück,Altenkirchen(Ww),Wissen,
13208117,0414,Pirzenthal,Altenkirchen(Ww),Wissen,
13208117,0415,Rödderstein,Altenkirchen(Ww),Wissen,
13208117,0416,Stöcken,Altenkirchen(Ww),Wissen,
13208117,0417,Streitholz,Altenkirchen(Ww),Wissen,
13208117,0418,Wendlingen,Altenkirchen(Ww),Wissen,
13208117,0419,Widderbach,Altenkirchen(Ww),Wissen,
13208117,0420,Wisserhof,Altenkirchen(Ww),Wissen,
13209002,,Alsdorf,Altenkirchen(Ww),Betzdorf-Gebhardshain,57518
13209002,0101,An der Grube Pius,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209006,,"Betzdorf, Stadt",Altenkirchen(Ww),Betzdorf-Gebhardshain,57518
13209006,0100,Betzdorf,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209006,0101,Bruche,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209006,0200,Dauersberg (Dauersberg),Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209020,,Dickendorf,Altenkirchen(Ww),Betzdorf-Gebhardshain,57520
13209020,0101,Rosenheimerlay,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209024,,Elben,Altenkirchen(Ww),Betzdorf-Gebhardshain,57580
13209024,0101,Dauersbergermühle,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209024,0102,Weiselstein,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209025,,Elkenroth,Altenkirchen(Ww),Betzdorf-Gebhardshain,57578
13209030,,Fensdorf,Altenkirchen(Ww),Betzdorf-Gebhardshain,57580
13209030,0101,Landgut Tannenhof,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209039,,Gebhardshain,Altenkirchen(Ww),Betzdorf-Gebhardshain,57580
13209042,,Grünebach,Altenkirchen(Ww),Betzdorf-Gebhardshain,57520
13209042,0101,Grünebacherhütte,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209042,0102,In der Struth,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209059,,Kausen,Altenkirchen(Ww),Betzdorf-Gebhardshain,57520
13209066,,Malberg,Altenkirchen(Ww),Betzdorf-Gebhardshain,57629
13209066,0100,Hommelsberg,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209066,0200,Steineberg,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209066,0201,Grube Bindweide,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209071,,Molzhain,Altenkirchen(Ww),Betzdorf-Gebhardshain,57520
13209071,0101,Dickendorfermühle,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209071,0102,Seifen,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209073,,Nauroth,Altenkirchen(Ww),Betzdorf-Gebhardshain,57583
13209073,0101,"Jägerwiese, Elektr.Werk",Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209073,0102,Niederdorf,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209095,,Rosenheim (Lkr. Altenkirchen),Altenkirchen(Ww),Betzdorf-Gebhardshain,57520
13209095,0101,"Bindweide, ehem.Grube",Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209095,0102,"Rosenheimer Lay, Sdlg.",Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209107,,Steinebach (Sieg),Altenkirchen(Ww),Betzdorf-Gebhardshain,57520
13209107,0101,Bahnhof Steinebach,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209107,0102,Biesenstück,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209107,0103,Bindweide,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209107,0104,Forsthaus Steinebach,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209108,,Steineroth,Altenkirchen(Ww),Betzdorf-Gebhardshain,57518
13209098,,Scheuerfeld,Altenkirchen(Ww),Betzdorf-Gebhardshain,57584
13209111,,Wallmenroth,Altenkirchen(Ww),Betzdorf-Gebhardshain,57584
13209111,0101,Dasberg,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13209111,0102,Muhlau,Altenkirchen(Ww),Betzdorf-Gebhardshain,
13210001,,Almersbach,Altenkirchen(Ww),Altenkirchen-Flammersfeld,57610
